xval,cpu,mem
3367,18.8,90.9
3368,13.7,90.7
3369,14.3,90.7
3370,14.0,90.7
3371,15.1,90.9
3372,22.7,91.0
3373,12.3,90.8
3374,21.8,90.7
3375,12.5,90.7
3376,13.4,90.7
3377,10.9,90.6
3378,11.3,90.6
3379,17.0,91.1
3380,41.3,91.6
3381,43.3,91.5
3382,33.2,91.5
3383,12.6,91.7
3384,10.9,91.7
3385,12.8,91.6
3386,11.8,91.7
3387,12.0,91.9
3388,12.1,92.1
3389,14.8,91.5
3390,14.9,91.6
3391,12.5,91.6
3392,10.8,91.5
3393,12.7,91.6
3394,10.6,91.4
3395,11.1,91.4
3396,10.5,91.4
3397,11.6,91.5
3398,12.4,91.6
3399,11.1,91.5
3400,10.2,91.5
3401,10.4,91.5
3402,10.2,91.7
3403,11.4,91.7
3404,10.2,91.6
3405,10.5,91.5
3406,11.6,91.5
3407,10.6,91.5
3408,10.5,91.4
3409,10.1,91.6
3410,11.9,91.3
3411,12.6,91.2
3412,9.0,92.3
3413,10.6,92.6
3414,13.9,92.7
3415,14.0,93.3
3416,10.2,93.6
3417,10.6,93.5
3418,12.4,93.2
3419,11.8,92.9
3420,11.0,92.6
3421,10.1,92.5
3422,12.5,92.8
3423,11.4,92.1
3424,7.5,92.3
3425,12.0,92.5
3426,11.8,92.6
3427,12.4,92.7
3428,13.0,92.6
3429,11.2,92.6
3430,10.5,92.5
3431,11.9,91.8
3432,13.6,92.0
3433,11.7,91.9
3434,11.4,92.0
3435,8.9,92.6
3436,9.3,92.6
3437,10.3,92.5
3438,10.1,92.5
3439,12.9,92.7
3440,11.8,92.7
3441,12.6,92.7
3442,12.0,92.8
3443,11.9,92.8
3444,11.8,92.7
3445,13.1,92.7
3446,11.8,92.7
3447,10.9,92.4
3448,12.6,92.3
3449,10.9,92.4
3450,13.7,92.3
3451,11.8,92.5
3452,11.6,92.5
3453,13.0,92.6
3454,13.3,92.7
3455,11.5,92.8
3456,13.7,92.9
3457,11.7,93.2
3458,12.0,93.4
3459,13.3,93.6
3460,13.3,93.7
3461,15.7,93.9
3462,12.8,94.1
3463,13.0,94.1
3464,12.3,94.1
3465,11.3,94.2
3466,12.7,93.9
3467,13.2,94.0
3468,10.6,93.8
3469,12.5,93.8
3470,13.6,93.2
3471,12.0,93.0
3472,13.0,92.9
3473,13.3,92.8
3474,12.6,92.9
3475,12.5,92.9
3476,11.3,93.0
3477,13.6,93.1
3478,11.3,93.1
3479,12.0,93.2
3480,12.6,93.2
3481,13.8,93.1
3482,12.4,93.1
3483,10.9,93.2
3484,11.1,93.2
3485,17.8,93.6
3486,43.1,96.4
3487,37.7,96.4
3488,12.8,96.1
3489,20.0,94.2
3490,34.3,94.5
3491,24.5,94.8
3492,17.2,94.4
3493,11.9,94.4
3494,15.0,94.3
3495,11.9,94.3
3496,15.3,94.4
3497,12.6,94.3
3498,16.0,94.1
3499,12.0,94.1
3500,14.6,94.0
3501,8.1,94.3
3502,13.1,94.2
3503,9.8,91.5
3504,10.7,91.3
3505,13.1,92.2
3506,14.8,92.6
3507,28.0,92.9
3508,19.3,93.0
3509,15.3,92.9
3510,12.3,91.9
3511,17.2,91.2
3512,10.1,91.4
3513,8.3,92.0
3514,9.4,92.2
3515,6.5,92.3
3516,2.7,92.3
3517,3.3,92.2
3518,2.3,92.2
3519,5.9,92.1
3520,3.5,91.9
3521,2.9,91.9
3522,3.2,92.0
3523,1.9,91.9
3524,3.2,91.9
3525,3.3,91.9
3526,1.8,92.0
3527,4.6,91.8
3528,6.0,91.8
3529,3.3,91.8
3530,5.7,92.0
3531,2.0,92.0
3532,5.4,91.7
3533,3.0,91.6
3534,1.9,91.6
3535,2.1,91.6
3536,5.6,91.5
3537,3.3,91.4
3538,7.1,91.3
3539,11.3,90.8
3540,5.8,90.5
3541,9.8,90.2
3542,10.5,89.0
3543,4.3,89.1
3544,4.4,89.1
3545,7.1,89.1
3546,4.7,89.2
3547,5.8,89.2
3548,3.6,89.2
3549,5.4,89.2
3550,4.1,89.4
3551,13.5,89.3
3552,6.1,89.3
3553,10.7,89.2
3554,7.2,89.2
3555,9.9,88.9
3556,7.1,89.0
3557,9.1,89.0
3558,6.8,88.9
3559,9.7,89.0
3560,7.4,88.9
3561,10.4,88.7
3562,11.9,88.7
3563,13.8,88.7
3564,13.5,89.0
3565,10.6,89.0
3566,6.9,88.9
3567,7.9,88.8
3568,8.3,88.8
3569,12.0,88.7
3570,9.1,88.8
3571,8.8,88.8
3572,8.0,88.9
3573,10.2,88.9
3574,10.1,88.8
3575,7.1,88.8
3576,8.4,88.8
3577,8.1,88.8
3578,10.7,88.9
3579,8.3,89.0
3580,10.8,88.8
3581,13.9,89.3
3582,10.3,89.3
3583,13.7,89.2
3584,13.4,89.1
3585,11.2,89.1
3586,13.2,89.2
3587,13.9,89.2
3588,12.1,89.1
3589,12.8,89.2
3590,13.7,89.6
3591,14.8,89.5
3592,19.0,88.9
3593,13.3,89.1
3594,11.8,89.2
3595,12.0,89.2
3596,16.3,89.9
3597,12.5,89.3
3598,13.6,89.5
3599,11.4,90.4
3600,11.0,90.2
3601,23.6,89.8
3602,21.8,89.7
3603,12.3,89.7
3604,22.6,89.7
3605,15.6,89.8
3606,13.8,89.7
3607,17.2,89.8
3608,15.1,90.0
3609,14.6,89.8
3610,12.9,89.8
3611,12.8,89.9
3612,10.9,90.0
3613,13.7,90.0
3614,10.7,89.8
3615,12.7,89.8
3616,12.1,89.9
3617,12.8,89.9
3618,23.9,89.9
3619,17.8,90.1
3620,16.0,90.3
3621,14.7,90.1
3622,11.7,90.0
3623,14.2,90.1
3624,13.2,90.0
3625,10.7,90.0
3626,10.1,90.2
3627,11.0,90.1
3628,11.3,90.0
3629,9.0,90.2
3630,9.8,90.2
3631,9.4,89.9
3632,9.2,89.9
3633,7.3,89.8
3634,6.5,89.8
3635,9.0,89.6
3636,9.9,89.5
3637,8.0,89.6
3638,7.3,89.6
3639,10.7,89.5
3640,10.5,89.6
3641,10.9,89.6
3642,10.1,89.7
3643,10.3,89.6
3644,11.9,89.2
3645,9.5,90.2
3646,10.9,90.2
3647,13.3,89.8
3648,8.6,89.9
3649,10.0,89.8
3650,8.8,90.5
3651,8.3,90.5
3652,9.2,90.6
3653,10.6,89.7
3654,14.2,89.8
3655,11.5,89.8
3656,11.5,90.0
3657,14.0,89.9
3658,9.4,90.1
3659,12.5,90.3
3660,12.6,90.7
3661,9.6,90.0
3662,9.5,90.0
3663,8.4,90.1
3664,9.0,90.1
3665,10.3,91.3
3666,16.6,91.0
3667,15.1,91.0
3668,15.6,91.3
3669,14.3,91.2
3670,14.1,91.5
3671,20.9,91.6
3672,10.8,91.5
3673,11.2,91.5
3674,11.6,91.7
3675,13.9,91.7
3676,13.5,91.6
3677,10.7,91.6
3678,10.7,91.8
3679,14.2,91.9
3680,12.7,91.3
3681,13.5,91.2
3682,9.9,91.7
3683,6.5,91.8
3684,12.6,91.5
3685,10.8,91.8
3686,9.8,91.8
3687,10.5,91.7
3688,10.4,91.3
3689,11.7,91.3
3690,8.6,91.0
3691,10.7,91.1
3692,9.8,91.0
3693,7.0,91.0
3694,4.1,90.9
3695,3.9,90.8
3696,4.0,90.7
3697,6.6,90.7
3698,6.9,90.6
3699,4.0,90.6
3700,4.5,90.6
3701,2.1,90.6
3702,3.0,90.5
3703,4.8,90.7
3704,3.2,90.7
3705,5.7,90.6
3706,5.6,91.2
3707,6.2,92.0
3708,7.7,93.4
3709,4.8,92.8
3710,5.6,92.7
3711,4.9,92.2
3712,7.0,92.0
3713,8.2,92.5
3714,9.3,92.5
3715,6.2,92.2
3716,7.2,92.2
3717,5.2,92.4
3718,5.9,92.4
3719,5.8,92.0
3720,5.6,91.7
3721,5.9,91.7
3722,4.1,91.7
3723,6.2,91.6
3724,5.4,91.3
3725,8.2,91.0
3726,4.8,91.0
3727,4.6,91.0
3728,3.9,91.0
3729,4.8,90.9
3730,4.8,91.0
3731,5.7,91.1
3732,3.8,91.4
3733,4.1,91.4
3734,2.9,91.4
3735,4.4,91.2
3736,4.5,91.3
3737,4.4,90.8
3738,3.7,90.8
3739,5.3,90.8
3740,7.6,90.5
3741,3.7,90.5
3742,3.5,90.6
3743,5.9,90.5
3744,3.9,90.5
3745,2.6,90.4
3746,3.7,90.4
3747,2.6,90.4
3748,2.2,90.4
3749,2.4,90.8
3750,3.3,91.1
3751,4.3,91.0
3752,5.9,91.0
3753,4.0,91.1
3754,5.1,91.2
3755,4.9,91.1
3756,3.2,91.2
3757,6.1,91.1
3758,6.5,89.6
3759,5.6,89.7
3760,5.3,89.7
3761,5.6,89.6
3762,4.7,89.5
3763,4.2,89.5
3764,5.3,89.4
3765,3.6,89.5
3766,4.1,89.5
3767,3.5,89.5
3768,3.7,89.5
3769,5.9,89.4
3770,7.5,89.2
3771,3.7,89.2
3772,3.7,89.7
3773,3.2,89.4
3774,6.9,89.4
3775,5.6,89.5
3776,3.5,89.8
3777,6.3,89.5
3778,4.4,89.4
3779,4.1,89.4
3780,4.2,89.3
3781,4.6,89.3
3782,4.1,89.3
3783,4.6,89.3
3784,4.9,89.3
3785,4.7,89.3
3786,3.3,89.3
3787,5.4,89.2
3788,5.1,88.9
3789,3.9,88.9
3790,3.7,89.6
3791,6.8,89.5
3792,6.0,89.7
3793,4.9,89.7
3794,5.7,89.2
3795,6.0,89.2
3796,5.4,89.2
3797,8.1,90.3
3798,5.6,90.2
3799,5.3,90.3
3800,4.4,90.3
3801,10.3,91.0
3802,10.4,90.9
3803,12.3,90.8
3804,14.5,90.9
3805,11.2,90.9
3806,16.9,91.0
3807,16.8,91.6
3808,17.1,91.6
3809,13.7,91.5
3810,11.8,91.5
3811,15.0,91.3
3812,12.3,91.3
3813,10.1,91.2
3814,4.2,91.3
3815,3.0,91.3
3816,3.2,91.5
3817,5.8,91.5
3818,5.0,91.5
3819,3.2,91.6
3820,6.0,91.7
3821,5.2,91.8
3822,5.8,91.8
3823,7.9,91.8
3824,4.1,91.7
3825,4.3,91.8
3826,7.1,91.8
3827,4.4,91.5
3828,4.6,91.5
3829,4.4,91.5
3830,4.9,91.7
3831,5.9,91.7
3832,5.7,91.7
3833,5.5,92.0
3834,3.6,91.9
3835,1.1,92.0
3836,5.2,91.9
3837,4.8,91.9
3838,5.3,91.8
3839,5.1,91.6
3840,6.8,91.6
3841,4.2,91.6
3842,5.6,92.1
3843,7.2,91.9
3844,2.3,92.0
3845,3.2,91.8
3846,3.6,91.9
3847,6.2,92.0
3848,4.0,91.8
3849,4.5,91.8
3850,3.8,91.8
3851,5.8,91.7
3852,5.4,91.6
3853,3.9,91.7
3854,3.6,91.6
3855,5.2,91.5
3856,7.5,91.3
3857,5.0,91.2
3858,5.3,91.4
3859,4.7,91.1
3860,7.0,91.2
3861,3.9,91.2
3862,5.9,90.8
3863,5.3,90.7
3864,5.2,90.9
3865,5.1,90.8
3866,5.0,90.8
3867,9.9,90.8
3868,4.0,90.7
3869,3.6,90.6
3870,4.7,90.7
3871,4.0,90.6
3872,4.7,90.9
3873,3.5,90.8
3874,4.6,90.7
3875,7.3,92.4
3876,6.4,92.4
3877,5.5,92.3
3878,5.4,92.4
3879,3.8,92.5
3880,4.0,92.3
3881,3.7,92.0
3882,5.2,91.7
3883,4.3,91.7
3884,5.5,92.0
3885,2.8,91.9
3886,5.0,91.7
3887,4.1,91.6
3888,7.4,91.7
3889,3.7,91.4
3890,6.8,91.3
3891,5.1,91.3
3892,3.1,91.3
3893,4.5,91.3
3894,4.0,91.2
3895,4.7,91.2
3896,3.8,91.2
3897,2.4,91.2
3898,3.6,91.2
3899,4.1,91.2
3900,3.7,91.1
3901,3.9,91.1
3902,4.4,91.0
3903,4.6,91.1
3904,4.5,91.1
3905,4.6,91.1
3906,5.2,91.0
3907,3.8,91.0
3908,4.6,91.0
3909,4.2,91.0
3910,4.3,91.0
3911,2.6,91.0
3912,2.8,91.0
3913,3.2,91.1
3914,3.5,91.0
3915,4.4,91.1
3916,2.7,91.0
3917,3.9,91.0
3918,7.4,91.4
3919,5.4,92.9
3920,9.2,92.8
3921,5.2,92.7
3922,6.0,92.9
3923,4.8,92.7
3924,8.7,92.8
3925,5.1,92.7
3926,7.0,92.8
3927,3.5,92.7
3928,6.6,92.8
3929,9.2,93.0
3930,3.3,93.1
3931,5.3,93.0
3932,6.9,93.0
3933,4.5,93.0
3934,5.9,93.0
3935,4.4,93.0
3936,3.9,93.0
3937,4.0,92.9
3938,8.2,93.1
3939,5.1,93.1
3940,10.6,93.0
3941,8.1,93.1
3942,5.2,93.0
3943,9.6,92.8
3944,7.9,93.2
3945,7.3,93.2
3946,9.3,93.2
3947,3.6,93.3
3948,5.3,93.3
3949,8.6,93.4
3950,8.6,93.3
3951,3.6,92.9
3952,4.9,93.0
3953,5.0,93.0
3954,3.8,93.0
3955,6.9,92.9
3956,5.4,92.9
3957,4.8,93.0
3958,2.1,93.0
3959,5.7,93.1
3960,9.2,93.2
3961,6.1,92.9
3962,4.7,92.9
3963,3.6,92.9
3964,5.2,92.9
3965,3.9,92.9
3966,4.4,93.0
3967,8.0,93.2
3968,10.7,93.6
3969,8.1,93.9
3970,6.6,93.5
3971,10.1,93.7
3972,10.1,93.6
3973,14.1,91.9
3974,14.8,91.6
3975,9.7,91.7
3976,8.8,91.6
3977,14.2,91.7
3978,8.7,91.4
3979,14.4,91.9
3980,9.9,91.8
3981,6.7,91.9
3982,3.5,91.9
3983,4.3,91.7
3984,3.1,91.7
3985,10.1,91.4
3986,8.3,91.4
3987,4.8,91.4
3988,7.0,91.3
3989,8.3,91.2
3990,5.7,91.3
3991,6.7,90.6
3992,8.4,91.1
3993,8.8,91.2
3994,7.6,90.8
3995,9.5,91.2
3996,5.5,91.2
3997,15.0,92.1
3998,7.8,92.4
3999,9.8,92.6
4000,4.2,92.6
4001,20.7,93.2
4002,18.3,93.0
4003,19.6,92.2
4004,16.9,91.9
4005,18.9,91.7
4006,13.6,89.2
4007,15.3,86.3
4008,6.2,86.2
4009,6.1,86.6
4010,5.2,86.6
4011,7.1,86.5
4012,7.1,86.6
4013,7.2,86.5
4014,5.5,86.4
4015,6.9,85.8
4016,7.1,85.7
4017,5.6,85.6
4018,6.4,85.6
4019,4.1,85.6
4020,4.2,85.5
4021,5.0,84.9
4022,5.4,84.9
4023,4.3,84.9
4024,4.2,84.8
4025,6.5,84.8
4026,5.5,84.8
4027,5.5,84.7
4028,4.5,84.7
4029,4.1,84.7
4030,4.5,84.5
4031,5.0,84.5
4032,4.8,84.4
4033,6.5,84.4
4034,4.7,84.3
4035,4.8,84.2
4036,3.0,84.2
4037,4.4,84.2
4038,3.5,84.2
4039,4.3,84.3
4040,5.1,84.2
4041,4.1,84.2
4042,4.2,84.2
4043,4.2,84.1
4044,4.9,84.1
4045,4.7,84.1
4046,5.1,84.1
4047,5.0,84.1
4048,4.3,84.1
4049,8.0,84.1
4050,4.1,84.1
4051,4.1,84.1
4052,4.0,84.0
4053,5.8,84.1
4054,4.0,84.1
4055,4.7,84.1
4056,4.9,84.0
4057,5.2,84.1
4058,4.4,84.1
4059,4.0,84.1
4060,4.5,84.1
4061,4.7,84.1
4062,4.2,84.0
4063,5.4,84.1
4064,5.5,84.0
4065,8.9,84.1
4066,4.8,84.0
4067,6.2,84.0
4068,5.3,84.1
4069,6.8,84.1
4070,4.5,84.1
4071,4.1,84.1
4072,5.2,84.1
4073,3.6,84.1
4074,4.1,84.1
4075,5.9,84.1
4076,2.8,84.1
4077,3.9,84.1
4078,5.0,84.1
4079,4.5,84.1
4080,5.2,84.1
4081,6.5,84.1
4082,6.4,83.9
4083,3.8,83.9
4084,4.0,84.0
4085,5.8,84.0
4086,5.2,84.0
4087,5.4,83.9
4088,6.6,84.0
4089,6.2,84.0
4090,5.0,84.0
4091,5.9,83.9
4092,5.9,84.0
4093,5.5,84.0
4094,5.5,84.0
4095,6.2,84.0
4096,5.0,84.0
4097,5.4,83.9
4098,7.7,84.0
4099,6.6,83.9
4100,5.8,83.9
4101,4.2,83.9
4102,4.3,83.9
4103,4.7,83.9
4104,7.0,83.9
4105,9.3,83.9
4106,6.8,84.0
4107,6.8,84.1
4108,6.2,84.0
4109,3.5,84.0
4110,5.0,84.0
4111,4.6,84.0
4112,5.7,84.0
4113,4.1,84.1
4114,5.2,84.2
4115,7.6,84.2
4116,5.6,84.2
4117,7.0,84.4
4118,6.1,84.4
4119,6.3,84.4
4120,6.2,84.4
4121,7.9,84.4
4122,12.6,85.0
4123,5.5,85.0
4124,6.6,84.9
4125,5.6,84.9
4126,6.0,84.9
4127,7.0,84.9
4128,9.1,85.0
4129,5.2,84.8
4130,5.9,84.8
4131,8.3,84.8
4132,5.6,84.8
4133,5.8,84.8
4134,5.7,84.7
4135,6.2,84.7
4136,4.5,84.7
4137,7.2,84.7
4138,9.9,84.7
4139,6.6,84.6
4140,7.1,84.6
4141,6.3,84.6
4142,6.3,84.7
4143,5.3,84.6
4144,5.6,84.5
4145,5.0,84.5
4146,6.4,84.5
4147,7.4,84.5
4148,5.7,84.6
4149,7.8,84.5
4150,5.1,84.5
4151,6.0,84.5
4152,6.0,84.6
4153,7.7,84.8
4154,7.9,84.9
4155,8.6,85.0
4156,11.7,85.2
4157,10.7,85.6
4158,8.1,85.6
4159,5.7,85.5
4160,7.0,85.5
4161,7.3,85.6
4162,2.2,85.5
4163,5.5,85.2
4164,3.5,85.2
4165,4.9,85.3
4166,4.9,85.3
4167,5.8,85.2
4168,4.9,85.1
4169,4.6,84.9
4170,4.6,84.9
4171,2.3,84.9
4172,4.9,84.8
4173,5.2,84.9
4174,8.6,84.6
4175,4.5,84.6
4176,3.1,84.5
4177,5.6,84.6
4178,2.8,84.4
4179,4.1,84.4
4180,3.0,84.3
4181,4.0,84.3
4182,3.5,84.3
4183,4.2,84.3
4184,3.8,84.4
4185,3.6,84.4
4186,2.5,84.3
4187,7.4,84.4
4188,3.1,84.4
4189,6.5,84.4
4190,3.1,84.4
4191,2.5,84.4
4192,6.1,84.3
4193,5.2,84.0
4194,2.9,84.1
4195,4.3,84.0
4196,3.2,83.9
4197,6.6,84.0
4198,3.3,84.0
4199,2.0,84.0
4200,4.3,84.1
4201,2.8,84.0
4202,4.0,84.0
4203,2.6,84.1
4204,2.0,84.1
4205,2.9,84.2
4206,5.0,84.1
4207,2.0,84.1
4208,3.0,84.1
4209,2.7,84.2
4210,2.3,84.2
4211,6.8,84.0
4212,3.2,84.0
4213,2.8,84.0
4214,1.8,83.9
4215,1.7,84.0
4216,3.0,84.0
4217,4.1,84.0
4218,3.5,84.0
4219,2.9,84.0
4220,2.8,84.1
4221,1.8,84.0
4222,5.8,84.1
4223,2.4,84.2
4224,2.9,84.3
4225,2.4,84.2
4226,4.1,84.3
4227,4.2,84.3
4228,2.3,84.4
4229,6.8,84.0
4230,2.3,84.1
4231,2.0,84.0
4232,4.5,84.1
4233,4.3,84.1
4234,2.3,84.2
4235,3.1,84.2
4236,5.5,84.2
4237,2.6,84.2
4238,3.5,84.3
4239,3.1,84.3
4240,3.1,84.3
4241,1.8,84.2
4242,2.3,84.2
4243,1.7,84.2
4244,1.7,84.2
4245,3.0,84.3
4246,3.2,84.3
4247,6.2,84.0
4248,4.5,84.0
4249,2.5,84.0
4250,4.0,84.0
4251,2.6,84.0
4252,4.6,84.0
4253,1.5,84.0
4254,2.0,84.0
4255,3.7,84.1
4256,4.7,84.1
4257,4.5,84.1
4258,4.8,84.1
4259,2.3,84.2
4260,4.0,84.2
4261,4.5,84.2
4262,3.8,84.2
4263,4.6,84.2
4264,3.1,84.2
4265,7.3,84.0
4266,3.6,84.1
4267,3.3,84.0
4268,2.7,83.9
4269,5.3,83.9
4270,2.5,83.9
4271,2.6,83.9
4272,2.4,83.9
4273,2.4,84.0
4274,3.6,84.0
4275,4.5,84.1
4276,4.2,84.1
4277,2.8,84.1
4278,3.6,84.1
4279,4.9,84.1
4280,6.1,84.1
4281,4.8,84.2
4282,3.9,84.2
4283,8.1,84.3
4284,5.8,84.0
4285,9.1,84.0
4286,3.7,83.9
4287,6.8,84.0
4288,6.6,83.9
4289,5.1,84.0
4290,4.9,83.9
4291,3.6,84.0
4292,7.0,84.0
4293,6.8,84.1
4294,4.1,84.1
4295,6.0,84.2
4296,5.5,84.2
4297,4.2,84.2
4298,3.9,84.2
4299,4.7,84.3
4300,4.7,84.3
4301,5.2,84.2
4302,9.7,83.9
4303,4.3,84.0
4304,5.1,83.9
4305,3.5,84.0
4306,6.4,83.9
4307,5.2,84.0
4308,6.1,84.0
4309,6.3,84.0
4310,4.4,84.1
4311,3.6,84.1
4312,7.8,84.1
4313,5.9,84.2
4314,7.6,84.5
4315,5.6,84.5
4316,5.7,84.6
4317,8.1,84.6
4318,8.2,84.6
4319,5.1,84.4
4320,6.9,84.6
4321,5.1,84.6
4322,7.5,84.6
4323,10.9,85.4
4324,10.5,85.7
4325,11.2,85.7
4326,7.6,85.7
4327,4.9,85.7
4328,3.6,85.7
4329,4.9,85.6
4330,5.0,85.6
4331,4.4,85.5
4332,4.1,85.5
4333,3.1,85.5
4334,4.1,85.5
4335,4.6,85.5
4336,2.9,85.4
4337,4.8,85.5
4338,2.9,85.4
4339,4.1,85.4
4340,4.9,85.5
4341,7.0,85.7
4342,3.1,85.7
4343,5.2,85.5
4344,1.4,85.5
4345,3.1,85.5
4346,3.1,85.5
4347,3.0,85.5
4348,4.4,85.5
4349,3.5,85.4
4350,4.4,85.1
4351,4.3,85.0
4352,1.9,85.0
4353,2.8,85.0
4354,3.5,85.0
4355,3.5,85.1
4356,3.2,85.1
4357,1.5,85.0
4358,5.8,84.8
4359,2.7,84.8
4360,3.8,84.8
4361,3.8,84.7
4362,3.8,84.1
4363,3.9,84.1
4364,2.3,84.0
4365,2.3,84.1
4366,2.9,84.0
4367,1.8,83.8
4368,4.0,83.7
4369,4.4,83.8
4370,4.2,83.6
4371,3.0,83.6
4372,4.9,83.6
4373,3.6,83.6
4374,5.2,83.6
4375,2.9,83.6
4376,4.6,83.5
4377,4.5,83.6
4378,5.6,83.5
4379,3.3,83.5
4380,5.0,83.5
4381,3.4,83.5
4382,3.6,83.4
4383,4.0,83.5
4384,3.6,83.5
4385,3.7,83.5
4386,5.5,83.5
4387,4.0,83.6
4388,4.1,83.5
4389,4.6,83.6
4390,4.2,83.5
4391,3.9,83.6
4392,5.8,83.7
4393,8.1,83.9
4394,9.7,84.0
4395,6.4,84.0
4396,12.0,84.2
4397,6.5,83.9
4398,8.2,85.5
4399,6.5,85.4
4400,8.8,85.3
4401,6.2,85.4
4402,6.7,85.4
4403,6.3,85.5
4404,5.7,85.4
4405,8.2,85.3
4406,7.2,85.2
4407,5.2,85.3
4408,4.8,85.1
4409,7.4,85.1
4410,4.1,85.2
4411,5.7,85.2
4412,5.8,85.2
4413,5.4,85.3
4414,5.6,85.3
4415,4.9,85.4
4416,5.4,85.4
4417,5.6,85.5
4418,9.6,85.4
4419,9.4,85.3
4420,8.4,85.4
4421,6.0,85.4
4422,5.3,85.3
4423,10.0,85.3
4424,8.9,85.1
4425,7.0,85.3
4426,4.8,85.3
4427,5.8,85.3
4428,5.1,85.3
4429,7.0,85.3
4430,6.0,85.3
4431,7.1,85.3
4432,5.8,85.3
4433,5.7,85.3
4434,6.1,85.3
4435,3.7,85.2
4436,6.9,85.3
4437,4.9,85.4
4438,8.9,85.5
4439,5.2,85.4
4440,7.6,85.4
4441,10.0,85.0
4442,12.1,84.9
4443,6.5,84.9
4444,6.6,85.0
4445,6.6,85.0
4446,5.2,85.0
4447,7.1,84.9
4448,7.6,84.9
4449,6.9,84.9
4450,6.6,84.7
4451,7.8,84.7
4452,6.6,84.7
4453,6.3,84.7
4454,5.9,84.7
4455,6.6,84.8
4456,6.4,84.8
4457,7.6,84.9
4458,6.3,85.0
4459,7.8,84.7
4460,7.9,84.7
4461,5.7,84.7
4462,4.3,84.7
4463,4.1,84.7
4464,5.8,84.7
4465,7.1,84.8
4466,6.5,84.8
4467,5.0,84.9
4468,4.8,84.9
4469,7.6,85.2
4470,6.7,85.1
4471,6.5,85.2
4472,5.4,85.2
4473,5.6,85.2
4474,4.8,85.1
4475,7.4,85.2
4476,3.8,85.2
4477,10.2,85.0
4478,8.6,84.9
4479,5.9,84.9
4480,5.0,85.0
4481,7.4,85.0
4482,4.7,85.0
4483,4.6,85.0
4484,6.8,84.9
4485,5.5,85.0
4486,6.2,85.0
4487,11.8,85.2
4488,7.1,85.1
4489,7.1,85.3
4490,7.4,85.2
4491,4.5,85.2
4492,4.2,85.2
4493,4.5,85.2
4494,6.7,85.2
4495,9.9,85.1
4496,6.7,85.0
4497,5.8,84.9
4498,3.8,84.8
4499,4.3,84.8
4500,4.5,84.8
4501,5.7,84.8
4502,3.8,84.8
4503,4.0,84.8
4504,5.0,84.8
4505,5.8,84.8
4506,5.2,84.8
4507,4.0,84.9
4508,4.5,84.9
4509,4.4,84.8
4510,5.0,84.8
4511,5.0,84.8
4512,6.1,84.8
4513,6.1,84.8
4514,3.8,84.5
4515,2.6,84.5
4516,2.2,84.5
4517,3.0,84.5
4518,3.4,84.5
4519,2.6,84.5
4520,3.7,84.5
4521,3.1,84.4
4522,2.4,84.5
4523,5.7,84.2
4524,7.0,83.9
4525,4.3,83.5
4526,4.4,82.9
4527,7.4,82.3
4528,4.4,82.0
4529,2.6,82.0
4530,4.2,82.1
4531,5.1,82.2
4532,4.8,81.8
4533,3.8,81.8
4534,2.6,81.9
4535,2.0,81.9
4536,4.0,82.0
4537,3.7,82.0
4538,3.9,82.1
4539,3.4,82.0
4540,3.1,82.0
4541,3.8,82.0
4542,3.2,82.1
4543,2.6,82.1
4544,5.3,82.1
4545,1.2,82.1
4546,3.7,82.1
4547,3.2,82.1
4548,3.2,82.2
4549,5.5,82.2
4550,4.3,82.0
4551,2.6,81.9
4552,2.9,81.9
4553,3.1,81.9
4554,4.1,81.9
4555,3.0,81.9
4556,3.3,82.0
4557,2.5,81.9
4558,3.2,82.0
4559,2.2,82.0
4560,3.2,82.0
4561,1.2,82.0
4562,2.4,82.1
4563,2.7,82.1
4564,2.8,82.1
4565,3.2,82.1
4566,3.5,82.1
4567,2.5,82.2
4568,6.1,81.9
4569,3.4,82.0
4570,3.1,81.9
4571,4.8,81.9
4572,2.9,81.9
4573,2.1,82.0
4574,2.9,82.0
4575,3.7,82.1
4576,2.7,82.2
4577,3.3,82.3
4578,3.3,82.3
4579,3.9,82.2
4580,4.2,82.2
4581,4.1,82.3
4582,4.2,82.2
4583,2.9,82.2
4584,4.6,82.3
4585,4.0,82.4
4586,5.3,82.2
4587,8.2,82.1
4588,4.1,82.1
4589,3.5,82.1
4590,4.0,82.2
4591,4.2,82.1
4592,3.8,82.1
4593,3.4,82.1
4594,3.1,82.0
4595,3.3,82.1
4596,3.7,82.1
4597,2.9,82.2
4598,4.2,82.1
4599,4.4,82.2
4600,3.9,82.2
4601,3.2,82.3
4602,4.0,82.2
4603,2.9,82.3
4604,6.1,82.1
4605,3.7,82.1
4606,4.0,82.1
4607,2.3,82.1
4608,4.5,82.1
4609,5.2,82.2
4610,2.3,82.4
4611,4.2,82.4
4612,7.4,82.6
4613,3.0,82.6
4614,4.9,82.6
4615,8.1,83.3
4616,5.7,83.4
4617,5.6,83.5
4618,3.4,83.5
4619,4.5,83.5
4620,4.7,83.5
4621,3.7,83.5
4622,4.5,83.4
4623,3.9,83.4
4624,4.1,83.4
4625,6.4,83.5
4626,3.2,83.5
4627,7.9,83.7
4628,8.9,83.5
4629,6.3,83.6
4630,8.2,83.6
4631,5.2,83.7
4632,8.6,83.8
4633,8.3,83.6
4634,7.2,83.8
4635,8.9,83.8
4636,6.2,83.9
4637,4.5,83.8
