xval,cpu,mem
932,2.1,77.8
698,1.4,77.8
933,2.5,77.8
699,2.3,77.8
934,2.0,77.7
700,2.2,77.7
935,2.8,77.6
701,3.2,77.6
936,4.6,77.6
702,4.4,77.6
937,4.1,77.6
703,4.4,77.6
938,2.8,77.6
704,3.9,77.6
939,4.5,77.6
705,3.5,77.6
940,3.7,77.5
706,3.7,77.6
941,8.6,77.5
707,9.8,77.5
942,4.1,77.5
708,2.5,77.5
943,3.1,77.5
709,4.9,77.6
944,6.5,77.8
710,4.6,77.8
945,4.0,78.0
711,6.7,78.0
946,6.4,78.1
712,5.6,78.2
947,9.0,78.4
713,9.0,78.5
948,5.6,78.7
714,3.4,78.7
949,2.9,78.6
715,4.3,78.6
950,3.3,78.6
716,3.5,78.6
951,5.2,78.6
717,5.5,78.6
952,4.6,78.6
718,3.3,78.6
953,3.7,78.6
719,4.9,78.6
954,5.0,78.6
720,2.9,78.6
955,1.1,78.6
721,4.2,78.6
956,4.9,78.6
722,2.8,78.6
957,3.6,78.6
723,4.2,78.6
958,4.0,78.6
724,3.1,78.6
959,2.7,78.6
725,3.7,78.6
960,4.1,78.5
726,2.8,78.5
961,1.5,78.5
727,2.1,78.5
962,3.0,78.5
728,2.3,78.5
963,2.2,78.5
729,2.6,78.5
964,2.9,78.5
730,3.2,78.5
965,2.1,78.5
731,2.4,78.5
966,2.6,78.5
732,1.1,78.5
967,2.2,78.5
733,4.2,78.5
968,4.2,78.5
734,3.3,78.5
969,2.7,78.6
735,4.9,78.5
970,5.6,78.6
736,3.6,78.6
971,3.3,78.5
737,4.2,78.6
972,4.8,78.5
738,4.1,78.5
973,3.5,78.5
739,5.3,78.6
974,5.9,78.6
740,3.2,78.6
975,4.3,78.6
741,5.6,78.6
976,6.1,78.6
742,5.5,78.6
977,5.7,78.6
743,5.6,78.5
978,3.2,78.6
744,2.2,78.6
979,2.8,78.6
745,3.7,78.6
980,5.1,78.6
746,4.7,78.6
981,2.4,78.6
747,3.8,78.6
982,5.0,78.6
748,4.7,78.6
983,4.5,78.6
749,4.0,78.6
984,4.0,78.6
750,3.4,78.5
985,2.0,78.5
751,5.5,78.5
986,6.8,78.6
752,3.6,78.6
987,2.5,78.6
753,2.1,78.6
988,2.5,78.5
754,3.9,78.5
989,5.8,78.4
755,4.2,78.5
990,3.1,78.5
756,4.9,78.5
991,2.6,78.5
757,0.3,78.5
992,2.3,78.5
758,4.2,78.5
993,3.2,78.5
759,1.9,78.4
994,4.1,78.5
760,6.2,78.5
995,3.6,78.5
761,2.6,78.4
996,5.0,78.4
762,3.4,78.5
997,1.4,78.5
763,2.1,78.5
998,3.5,78.5
764,4.3,78.4
999,3.2,78.4
765,1.8,78.5
1000,3.2,78.4
766,4.8,78.4
1001,3.9,78.5
767,3.5,78.5
1002,5.7,78.4
768,5.4,78.5
1003,2.5,78.4
769,2.7,78.4
1004,5.3,78.4
770,4.4,78.4
1005,4.1,78.3
771,4.2,78.3
1006,3.6,78.3
772,5.3,78.3
1007,4.6,78.3
773,3.0,78.4
1008,4.8,78.3
774,6.0,78.3
1009,3.9,78.3
775,2.3,78.4
1010,2.5,78.3
776,2.9,78.3
1011,2.5,78.3
777,2.4,78.4
1012,4.2,78.3
778,4.6,78.4
1013,2.7,78.4
779,4.0,78.4
1014,4.6,78.3
780,3.3,78.3
1015,2.2,78.3
781,1.8,78.4
1016,4.3,78.3
782,5.3,78.3
1017,4.3,78.3
783,4.1,78.4
1018,5.0,78.3
784,5.1,78.4
1019,2.3,78.4
785,0.9,78.4
1020,3.3,78.4
786,4.7,78.4
1021,2.5,78.4
787,0.6,78.4
1022,1.8,78.4
788,4.7,78.3
1023,3.1,78.3
789,1.4,78.4
1024,3.0,78.4
790,3.4,78.4
1025,3.4,78.4
791,2.5,78.4
1026,3.3,78.4
792,6.2,78.3
1027,4.7,78.4
793,3.7,78.4
1028,5.3,78.4
794,3.9,78.4
1029,2.1,78.5
795,3.2,78.5
1030,5.4,78.5
796,5.1,78.5
1031,2.7,78.5
797,2.1,78.4
1032,3.6,78.4
798,3.9,78.5
1033,4.2,78.4
799,3.4,78.4
1034,4.1,78.4
800,4.9,78.4
1035,2.2,78.5
801,0.5,78.5
1036,2.4,78.4
802,5.1,78.5
1037,3.3,78.5
803,1.3,78.5
1038,2.7,78.6
804,2.9,78.5
1039,1.7,78.5
805,2.6,78.5
1040,3.9,78.6
806,3.9,78.5
1041,3.9,78.5
807,3.6,78.5
1042,5.2,78.5
808,6.7,78.0
1043,5.6,77.9
809,6.4,78.0
1044,6.7,78.1
810,4.4,78.1
1045,3.9,78.1
811,5.3,78.2
1046,5.4,78.1
812,4.7,78.3
1047,4.5,78.3
813,3.4,78.3
1048,5.3,78.3
814,9.3,78.5
1049,9.0,78.7
815,6.5,78.7
1050,6.4,78.8
816,5.8,78.7
1051,4.1,78.9
817,3.6,78.9
1052,2.8,78.9
818,2.2,78.9
1053,3.8,78.9
819,5.7,78.9
1054,4.1,79.0
820,3.1,79.0
1055,4.3,78.9
821,6.1,78.9
1056,5.4,79.0
822,4.2,78.9
1057,5.3,78.9
1058,7.0,78.6
1059,7.1,77.6
1060,19.6,75.7
1061,18.8,74.4
1062,11.9,74.1
1063,10.8,74.1
1064,11.2,74.3
1065,10.3,74.5
1066,4.7,74.5
1067,8.5,74.5
1068,9.3,75.1
1069,14.1,75.5
1070,12.4,75.1
1071,9.0,75.1
1072,7.0,75.2
1073,9.8,75.1
1074,10.2,75.1
1075,6.5,75.0
1076,5.9,74.9
1077,5.4,74.6
1078,6.8,74.5
1079,6.5,74.4
1080,6.2,74.5
1081,5.9,74.4
1082,6.5,74.4
1083,6.5,74.4
1084,7.6,74.4
1085,7.8,74.4
1086,4.8,74.5
1087,6.5,74.5
1088,5.8,74.5
1089,10.3,74.5
1090,8.3,74.5
1091,9.4,74.5
1092,10.6,74.6
1093,8.6,74.6
1094,11.1,74.7
1095,9.8,74.7
1096,12.7,74.7
1097,16.0,74.7
1098,14.3,74.9
1099,12.7,75.1
1100,11.0,75.2
1101,10.5,75.3
1102,11.6,75.3
1103,12.4,75.1
1104,10.2,75.1
1105,12.7,75.0
1106,19.8,74.6
1107,13.0,74.5
1108,8.5,74.5
1109,9.3,74.5
1110,9.2,74.5
1111,7.5,74.5
1112,6.4,74.5
1113,8.0,74.6
1114,5.3,74.5
1115,5.5,74.5
1116,3.7,74.4
1117,4.7,74.4
1118,6.1,74.6
1119,5.9,74.6
1120,6.1,74.5
1121,5.7,74.4
1122,5.6,74.4
1123,4.4,74.4
1124,6.8,74.4
1125,5.3,74.4
1126,6.1,74.4
1127,6.2,74.4
1128,5.7,74.4
1129,5.9,74.4
1130,5.7,74.4
1131,4.8,74.4
1132,5.4,74.4
1133,7.3,74.3
1134,6.1,74.3
1135,6.1,74.3
1136,5.7,74.6
1137,9.7,74.9
1138,6.0,74.9
1139,7.7,75.0
1140,11.9,75.2
1141,7.1,75.6
1142,9.8,75.8
1143,6.2,75.8
1144,6.8,75.7
1145,4.4,75.8
1146,5.4,75.7
1147,6.0,75.8
1148,8.3,75.8
1149,6.7,75.8
1150,5.3,75.8
1151,5.2,75.8
1152,8.0,75.8
1153,5.0,75.8
1154,6.8,75.8
1155,4.4,75.7
1156,8.3,75.8
1157,5.1,75.7
1158,6.4,75.7
1159,4.7,75.7
1160,7.4,75.6
1161,4.9,75.6
1162,7.8,75.7
1163,4.6,75.6
1164,7.0,75.5
1165,7.2,75.4
1166,5.1,75.5
1167,3.1,75.5
1168,7.8,75.5
1169,4.4,75.5
1170,7.1,75.6
1171,5.3,75.6
1172,10.5,75.7
1173,8.2,75.6
1174,7.8,75.5
1175,5.9,75.5
1176,9.7,75.5
1177,8.5,75.5
1178,9.3,75.6
1179,10.5,75.5
1180,7.6,75.5
1181,7.6,75.5
1182,8.7,75.5
1183,10.6,75.7
1184,16.3,76.1
1185,12.0,76.1
1186,12.0,76.1
1187,11.1,76.3
1188,11.1,76.7
1189,10.7,77.0
1190,9.0,77.0
1191,10.0,77.0
1192,9.7,77.1
1193,10.4,77.0
1194,10.6,77.1
1195,10.8,77.1
1196,9.6,77.1
1197,11.0,77.1
1198,9.7,77.0
1199,7.6,77.1
1200,7.3,77.0
1201,6.7,77.0
1202,6.7,76.9
1203,6.8,77.0
1204,5.9,77.0
1205,9.4,77.0
1206,8.5,76.3
1207,7.4,76.3
1208,6.8,76.3
1209,5.8,76.3
1210,5.7,76.2
1211,7.0,76.2
1212,7.2,76.2
1213,6.4,76.3
1214,8.7,76.2
1215,5.8,76.3
1216,6.5,76.2
1217,7.1,76.1
1218,7.2,76.1
1219,6.8,76.1
1220,5.3,76.0
1221,5.2,76.0
1222,6.2,76.0
1223,5.5,76.0
1224,6.7,76.0
1225,6.8,76.0
1226,6.7,76.1
1227,6.5,76.0
1228,8.3,76.0
1229,6.0,75.9
1230,5.1,76.0
1231,7.8,75.9
1232,8.3,75.9
1233,8.4,75.8
1234,5.2,75.9
1235,7.2,75.9
1236,6.5,75.9
1237,5.7,75.9
1238,6.6,75.9
1239,6.5,75.9
1240,7.6,75.9
1241,5.1,75.9
1242,10.1,75.9
1243,11.2,76.0
1244,8.1,76.0
1245,7.6,76.0
1246,7.2,75.9
1247,6.6,76.0
1248,9.4,76.1
1249,9.4,76.1
1250,9.3,76.1
1251,7.8,76.3
1252,6.2,76.3
1253,9.4,76.5
1254,8.6,76.8
1255,11.3,77.0
1256,9.4,77.3
1257,7.4,77.2
1258,9.2,77.2
1259,6.7,77.1
1260,11.5,77.3
1261,6.6,77.3
1262,9.4,77.3
1263,9.4,77.3
1264,10.0,77.3
1265,8.7,77.3
1266,12.7,77.3
1267,7.8,77.2
1268,11.0,77.1
1269,12.2,76.9
1270,7.8,76.9
1271,7.1,76.7
1272,10.8,76.3
1273,7.7,76.1
1274,7.8,76.1
1275,9.9,76.1
1276,8.6,76.0
1277,10.3,76.1
1278,4.9,76.1
1279,7.5,76.0
1280,8.4,76.1
1281,6.7,76.0
1282,6.2,76.1
1283,6.8,76.0
1284,6.9,75.9
1285,8.5,75.9
1286,6.8,75.9
1287,9.1,75.8
1288,9.6,75.8
1289,9.2,75.9
1290,8.9,75.8
1291,7.0,75.8
1292,8.8,75.7
1293,9.2,75.7
1294,8.4,75.6
1295,8.8,75.5
1296,11.1,75.6
1297,9.0,75.6
1298,6.8,75.6
1299,8.5,75.6
1300,7.7,75.6
1301,5.8,75.6
1302,6.4,75.6
1303,9.0,75.7
1304,8.2,75.7
1305,11.1,75.7
1306,10.4,75.7
1307,8.5,75.7
1308,8.6,75.7
1309,8.6,75.7
1310,7.4,75.7
1311,7.0,75.6
1312,7.6,75.6
1313,9.4,75.6
1314,6.7,75.6
1315,8.7,75.6
1316,10.3,75.6
1317,8.5,75.6
1318,8.5,75.6
1319,7.9,75.6
1320,7.3,75.6
1321,6.8,75.7
1322,7.1,75.7
1323,6.8,75.7
1324,5.9,75.6
1325,7.6,75.7
1326,7.5,75.6
1327,8.1,75.7
1328,8.9,75.7
1329,6.2,75.7
1330,6.8,75.6
1331,8.0,75.7
1332,6.9,75.7
1333,5.9,75.7
1334,6.5,75.6
1335,7.4,75.7
1336,7.7,75.7
1337,7.4,75.7
1338,6.6,75.6
1339,8.7,75.7
1340,7.0,75.6
1341,7.3,75.6
1342,7.3,75.6
1343,6.6,75.6
1344,6.5,75.6
1345,7.4,75.6
1346,7.1,75.6
1347,6.9,75.6
1348,8.5,75.7
1349,5.8,75.6
1350,7.0,75.7
1351,7.3,75.7
1352,8.2,75.7
1353,11.1,75.9
1354,8.3,75.9
1355,9.4,75.9
1356,8.2,75.8
1357,9.6,75.9
1358,10.4,75.9
1359,7.7,76.0
1360,9.4,76.0
1361,9.7,76.0
1362,10.7,76.1
1363,8.3,76.1
1364,8.6,76.1
1365,7.4,76.1
1366,6.4,76.0
1367,8.6,76.0
1368,9.6,76.1
1369,8.3,76.1
1370,7.7,76.0
1371,8.2,76.0
1372,7.9,76.1
1373,6.1,76.1
1374,9.8,76.1
1375,7.2,76.1
1376,7.1,76.3
1377,7.9,76.5
1378,9.0,76.8
1379,11.3,77.0
1380,10.2,77.4
1381,7.4,77.2
1382,7.9,77.1
1383,5.5,77.1
1384,6.1,77.1
1385,6.5,77.1
1386,7.6,77.1
1387,6.6,77.1
1388,8.0,77.2
1389,5.6,77.1
1390,8.4,77.0
1391,5.5,77.0
1392,6.1,77.0
1393,6.8,76.9
1394,7.2,77.0
1395,9.3,76.3
1396,8.3,76.3
1397,9.9,76.4
1398,6.4,76.5
1399,7.3,76.5
1400,6.4,76.6
1401,7.0,76.5
1402,6.2,76.5
1403,6.8,76.5
1404,7.5,76.5
1405,8.3,76.5
1406,12.8,76.4
1407,11.3,76.1
1408,8.8,75.7
1409,7.4,75.4
1410,7.4,75.1
1411,3.4,75.0
1412,4.1,75.0
1413,7.9,75.1
1414,4.7,75.2
1415,7.2,75.2
1416,9.1,75.2
1417,6.8,75.5
1418,7.3,75.7
1419,12.0,76.0
1420,9.6,76.3
1421,6.2,76.2
1422,7.2,76.2
1423,5.1,76.2
1424,7.9,76.2
1425,9.9,76.2
1426,7.6,76.2
1427,5.0,76.2
1428,5.0,76.2
1429,6.7,76.2
1430,4.0,76.1
1431,6.3,76.1
1432,6.7,76.1
1433,7.2,76.1
1434,5.4,76.1
1435,8.0,76.1
1436,11.4,75.5
1437,8.5,75.3
1438,6.8,75.4
1439,8.6,75.3
1440,5.0,75.4
1441,5.1,75.4
1442,7.5,75.3
1443,7.5,75.3
1444,9.4,75.3
1445,6.2,75.3
1446,8.4,75.3
1447,8.9,75.3
1448,5.1,75.2
1449,5.9,75.3
1450,6.7,75.2
1451,7.4,75.3
1452,5.2,75.2
1453,6.3,75.3
1454,5.6,75.3
1455,7.4,75.3
1456,6.6,75.1
1457,7.0,75.1
1458,5.7,75.0
1459,5.8,75.0
1460,5.0,75.0
1461,5.0,75.1
1462,7.8,75.0
1463,5.7,75.0
1464,5.0,75.0
1465,4.5,75.0
1466,6.4,74.9
1467,4.2,75.0
1468,4.2,74.9
1469,4.3,75.0
1470,5.3,74.9
1471,5.0,74.9
1472,6.1,74.9
1473,6.4,74.9
1474,7.8,74.9
1475,6.4,74.9
1476,5.9,74.9
1477,4.1,74.9
1478,7.4,74.9
1479,5.6,74.9
1480,3.9,74.9
1481,5.7,75.0
1482,6.2,75.0
1483,4.3,75.0
1484,4.0,75.0
1485,9.9,75.2
1486,5.6,75.3
1487,6.6,75.3
1488,9.0,75.3
1489,17.8,76.8
1490,15.0,76.8
1491,13.6,76.7
1492,8.9,76.7
1493,5.4,76.7
1494,6.7,76.7
1495,3.4,76.7
1496,6.4,76.8
1497,3.1,76.7
1498,5.7,76.7
1499,3.8,77.0
1500,6.2,77.2
1501,5.1,77.0
1502,10.3,77.3
1503,3.5,77.1
1504,8.2,77.0
1505,4.5,77.1
1506,8.1,77.1
1507,4.7,76.8
1508,9.0,76.7
1509,4.1,76.8
1510,7.0,76.8
1511,3.0,76.7
1512,8.2,76.6
1513,4.3,76.6
1514,10.7,76.5
1515,4.7,76.4
1516,9.8,76.4
1517,4.8,76.4
1518,9.0,76.4
1519,3.3,76.3
1520,5.9,76.4
1521,2.9,76.3
1522,8.5,76.3
1523,3.1,76.3
1524,6.4,76.3
1525,4.4,76.3
1526,9.5,76.3
1527,4.7,76.2
1528,8.9,76.2
1529,3.7,76.2
1530,8.1,76.2
1531,3.5,76.2
1532,7.5,76.1
1533,3.3,76.2
1534,8.3,76.2
1535,2.3,76.2
1536,9.6,76.1
1537,3.1,76.2
1538,9.2,76.2
1539,4.0,76.2
1540,8.9,76.2
1541,3.7,76.2
1542,8.3,76.3
1543,3.1,76.2
1544,8.6,76.3
1545,1.8,76.3
1546,9.5,76.2
1547,3.0,76.2
1548,8.4,76.2
1549,4.4,76.2
1550,9.6,76.2
1551,2.7,76.2
1552,4.9,76.2
1553,3.7,76.2
1554,8.2,76.3
1555,2.9,76.2
1556,8.9,76.2
1557,4.5,76.2
1558,7.8,76.3
1559,4.2,76.3
1560,6.7,76.3
1561,3.2,76.3
1562,9.1,76.3
1563,10.2,75.9
1564,8.3,75.9
1565,5.4,75.9
1566,12.4,76.4
1567,7.2,76.3
1568,9.3,76.3
1569,3.3,76.3
1570,8.5,76.4
1571,3.8,76.3
1572,6.2,76.3
1573,2.5,76.3
1574,7.6,76.2
1575,4.0,76.1
1576,7.5,76.2
1577,5.2,76.2
1578,7.7,76.3
1579,6.1,76.4
1580,6.5,76.6
1581,10.4,76.9
1582,11.9,77.3
1583,8.6,77.4
1584,11.0,77.3
1585,4.4,77.1
1586,6.7,77.2
1587,5.8,77.1
1588,8.3,77.2
1589,4.4,77.2
1590,9.0,77.2
1591,4.0,77.1
1592,7.5,77.1
1593,3.1,77.1
1594,6.6,77.2
1595,1.7,77.1
1596,4.8,77.1
1597,3.2,77.0
1598,7.3,77.1
1599,3.5,77.1
1600,5.8,77.1
1601,4.0,77.0
1602,6.9,77.0
1603,4.6,77.0
1604,7.7,77.1
1605,5.1,77.1
1606,8.0,77.1
1607,6.9,77.0
1608,6.3,77.0
1609,5.0,77.0
1610,7.7,77.1
1611,6.2,77.1
1612,7.1,77.0
1613,4.6,77.1
1614,7.9,77.1
1615,6.2,77.0
1616,7.9,77.0
1617,5.4,77.0
1618,9.2,77.0
1619,5.1,77.1
1620,8.5,77.0
1621,3.4,77.1
1622,10.7,77.1
1623,4.2,77.1
1624,11.5,77.1
1625,5.9,77.0
1626,9.0,77.0
1627,3.8,77.0
1628,8.6,76.9
1629,4.7,76.9
1630,12.1,76.9
1631,4.3,77.0
1632,9.7,77.0
1633,5.0,76.9
1634,11.5,77.1
1635,5.3,77.2
1636,10.0,77.1
1637,6.5,77.2
1638,8.6,77.2
1639,6.7,77.2
1640,10.0,77.2
1641,5.8,77.2
1642,8.9,77.1
1643,7.7,77.2
1644,10.4,77.2
1645,8.5,77.2
1646,8.7,77.2
1647,9.8,77.2
1648,8.5,77.2
1649,9.4,77.3
1650,10.0,77.2
1651,10.3,77.2
1652,10.8,77.2
1653,9.5,77.2
1654,12.0,77.2
1655,7.9,77.3
1656,11.1,77.2
1657,7.2,77.3
1658,12.8,77.3
1659,6.7,77.3
1660,11.9,77.2
1661,5.5,77.3
1662,12.3,77.3
1663,3.9,77.3
1664,11.4,77.3
1665,6.5,77.3
1666,10.0,77.2
1667,6.5,77.2
1668,12.2,77.1
1669,11.6,77.3
1670,12.9,77.3
1671,8.3,77.3
1672,12.9,77.3
1673,5.3,77.3
1674,9.8,77.5
1675,11.0,77.8
1676,9.5,78.0
1677,12.1,78.1
1678,13.8,78.2
1679,10.6,78.5
1680,10.8,78.9
1681,13.8,78.7
1682,9.2,78.7
1683,8.2,78.7
1684,11.0,78.7
1685,8.7,78.8
1686,10.9,78.8
1687,10.6,78.7
1688,10.3,78.7
1689,9.1,78.7
1690,11.4,78.7
1691,8.4,78.7
1692,13.5,78.5
1693,9.3,78.5
1694,12.3,78.4
1695,9.7,78.4
1696,12.5,78.5
1697,12.0,78.4
1698,12.3,78.5
1699,10.8,78.4
1700,9.2,78.5
1701,13.6,78.3
1702,12.2,78.2
1703,13.3,78.2
1704,17.4,77.7
1705,15.5,77.4
1706,12.5,77.6
1707,8.4,77.7
1708,11.4,77.7
1709,11.9,77.6
1710,11.9,77.6
1711,11.8,77.7
1712,11.3,77.7
1713,12.9,77.8
1714,13.3,77.8
1715,11.2,77.7
1716,11.8,77.6
1717,12.6,77.7
1718,12.2,77.6
1719,11.8,77.6
1720,13.5,77.7
1721,13.6,77.6
1722,9.8,77.6
1723,9.8,77.6
1724,15.1,77.6
1725,10.4,77.7
1726,12.2,77.8
1727,10.0,77.9
1728,13.0,78.1
1729,15.4,78.5
1730,14.9,78.8
1731,10.4,78.7
1732,10.2,78.7
1733,11.6,78.7
1734,10.0,78.6
1735,9.4,78.7
1736,10.4,78.7
1737,9.2,78.7
1738,6.5,78.7
1739,9.7,78.6
1740,10.0,78.6
1741,8.1,78.7
1742,8.7,78.6
1743,10.4,78.6
1744,8.9,78.7
1745,10.8,78.6
1746,9.6,78.6
1747,9.5,78.6
1748,7.2,78.6
1749,10.6,78.6
1750,9.3,78.6
1751,11.0,78.7
1752,10.3,78.6
1753,8.8,78.5
1754,10.1,78.5
1755,10.4,78.5
1756,11.1,78.5
1757,9.5,78.5
1758,8.9,78.5
1759,9.2,78.5
1760,10.8,78.5
1761,10.8,78.6
1762,9.5,78.5
1763,8.4,78.6
1764,9.6,78.6
1765,9.5,78.5
1766,9.7,78.5
1767,9.4,78.5
1768,10.8,78.5
1769,9.1,78.5
1770,11.5,78.4
1771,11.0,78.5
1772,12.5,78.4
1773,10.3,78.5
1774,9.2,78.5
1775,9.2,78.6
1776,10.4,78.6
1777,11.3,78.6
1778,12.7,78.6
1779,9.5,78.5
1780,10.2,78.5
1781,8.6,78.6
1782,10.9,78.5
1783,7.3,78.6
1784,11.9,78.5
1785,11.1,78.5
1786,11.0,78.6
1787,8.6,78.5
1788,12.2,78.6
1789,10.7,78.7
1790,10.6,78.9
1791,8.6,78.9
1792,9.9,78.9
1793,9.7,78.9
1794,10.9,79.1
1795,8.6,79.1
1796,8.6,79.0
1797,8.7,79.1
1798,16.1,79.3
1799,13.0,79.3
1800,11.0,79.2
1801,13.4,79.3
1802,12.7,79.3
1803,9.9,79.3
1804,13.0,79.3
1805,12.6,79.2
1806,12.9,79.2
1807,16.1,79.6
1808,12.3,79.6
1809,10.0,79.6
1810,10.3,79.5
1811,8.9,79.6
1812,11.5,79.5
1813,13.8,79.4
1814,9.4,79.4
1815,11.8,79.4
1816,10.8,79.3
1817,13.3,79.3
1818,10.3,79.3
1819,11.3,79.3
1820,7.4,79.3
1821,11.2,79.4
1822,12.5,79.4
1823,11.7,79.4
1824,12.7,79.4
1825,11.2,79.3
1826,12.7,79.4
1827,14.0,79.4
1828,11.3,79.3
1829,13.4,79.3
1830,12.0,79.4
1831,10.0,79.3
1832,10.7,79.4
1833,12.1,79.3
1834,13.7,79.4
1835,8.6,79.4
1836,12.5,79.3
1837,12.0,79.2
1838,14.5,79.3
1839,10.2,79.3
1840,13.4,79.3
1841,12.5,79.3
1842,13.8,79.3
1843,11.1,79.3
1844,8.4,79.3
1845,9.6,79.3
1846,7.5,79.3
1847,9.6,79.4
1848,13.6,79.3
1849,12.1,79.4
1850,12.2,79.5
1851,9.8,79.5
1852,17.3,79.5
1853,10.1,79.5
1854,13.5,79.5
1855,13.0,79.5
1856,10.9,79.5
1857,14.4,79.4
1858,14.6,79.5
1859,14.7,79.5
1860,12.2,79.5
1861,14.2,79.4
1862,13.1,79.4
1863,12.0,79.4
1864,16.8,79.4
1865,11.8,79.3
1866,12.9,79.3
1867,13.7,79.3
1868,14.0,79.2
1869,12.8,79.3
1870,12.4,79.4
1871,14.1,79.3
1872,12.8,79.3
1873,13.3,79.4
1874,12.0,79.4
1875,12.1,79.3
1876,16.3,79.4
1877,14.2,79.4
1878,12.8,79.4
1879,10.8,79.4
1880,12.6,79.3
1881,13.2,79.3
1882,11.7,79.2
1883,13.0,79.3
1884,16.4,79.3
1885,14.5,79.4
1886,11.9,79.3
1887,15.8,79.4
1888,12.5,79.3
1889,13.0,79.3
1890,12.5,79.3
1891,14.9,79.4
1892,13.5,79.4
1893,15.1,79.3
1894,13.3,79.3
1895,16.0,79.4
1896,13.6,79.3
1897,12.1,79.4
1898,15.1,79.3
1899,15.8,79.4
1900,15.0,79.3
1901,10.6,79.4
1902,11.9,79.3
1903,12.7,79.4
1904,15.8,79.3
1905,11.3,79.4
1906,10.9,79.4
1907,16.0,79.4
1908,16.4,79.4
1909,16.6,79.4
1910,18.7,79.4
1911,12.6,79.2
1912,17.1,79.5
1913,15.5,79.5
1914,16.4,79.4
1915,14.8,79.5
1916,15.0,79.4
1917,19.4,79.5
1918,13.4,79.5
1919,15.4,79.5
1920,17.0,79.5
1921,17.1,79.6
1922,15.9,79.5
1923,14.3,79.6
1924,14.8,79.5
1925,14.7,79.6
1926,13.7,79.6
1927,12.3,79.4
1928,13.4,79.5
1929,15.6,79.5
1930,13.5,79.4
1931,14.9,79.4
1932,14.9,79.5
1933,14.4,79.5
1934,13.3,79.4
1935,16.2,79.4
1936,17.0,79.5
1937,14.2,79.5
1938,14.5,79.5
1939,16.7,79.6
1940,15.2,79.6
1941,15.4,79.5
1942,16.0,79.6
1943,13.1,79.6
1944,14.4,79.6
1945,15.5,79.5
1946,12.8,79.5
1947,16.1,79.5
1948,15.2,79.6
1949,13.6,79.5
1950,12.8,79.6
1951,16.5,79.5
1952,14.8,79.6
1953,15.5,79.5
1954,15.8,79.6
1955,15.9,79.5
1956,16.4,79.6
1957,17.3,79.5
1958,17.0,79.6
1959,17.1,79.5
1960,16.5,79.6
1961,18.2,79.5
1962,16.8,79.5
1963,15.0,79.4
1964,14.4,79.4
1965,14.2,79.4
1966,13.9,79.4
1967,13.3,79.3
1968,15.4,79.4
1969,17.6,79.3
1970,11.6,79.4
1971,14.5,79.4
1972,14.7,79.4
1973,13.7,79.5
1974,14.0,79.4
1975,15.6,79.5
1976,15.0,79.5
1977,18.6,79.5
1978,13.6,79.6
1979,12.7,79.5
1980,16.4,79.6
1981,15.5,79.5
1982,15.0,79.5
1983,17.3,79.5
1984,15.1,79.6
1985,14.4,79.5
1986,17.1,79.5
1987,15.6,79.5
1988,12.5,79.5
1989,16.5,79.5
1990,13.3,79.5
1991,16.8,79.5
1992,14.8,79.6
1993,18.8,79.6
1994,12.7,79.6
1995,18.3,79.6
1996,16.3,79.6
1997,16.3,79.6
1998,16.7,79.6
1999,15.2,79.5
2000,18.2,79.6
2001,14.9,79.6
2002,12.2,79.5
2003,14.5,79.2
2004,13.4,79.3
2005,17.3,79.2
2006,12.9,79.1
2007,13.0,78.9
2008,14.0,78.9
2009,14.0,78.8
2010,13.3,78.7
2011,12.8,78.7
2012,12.7,78.6
2013,14.6,78.6
2014,11.8,78.5
2015,12.5,78.5
2016,16.0,78.3
2017,12.4,78.3
2018,14.4,78.2
2019,13.7,78.3
2020,14.9,78.1
2021,12.2,78.1
2022,14.5,78.1
2023,13.0,78.1
2024,12.9,78.1
2025,16.2,78.1
2026,17.3,78.1
2027,18.2,78.1
2028,15.7,78.1
2029,13.8,78.1
2030,14.8,78.2
2031,18.8,78.3
2032,15.1,78.5
2033,14.0,78.5
2034,15.3,78.5
2035,12.1,78.6
2036,15.0,79.1
2037,14.8,79.1
2038,11.9,79.2
2039,14.6,79.2
2040,16.8,79.2
2041,16.1,79.3
2042,12.4,79.2
2043,13.6,79.2
2044,10.6,79.2
2045,15.1,79.3
2046,14.8,79.2
2047,11.5,79.2
2048,10.7,79.1
2049,13.4,79.1
2050,12.1,79.1
2051,13.8,79.1
2052,11.7,79.1
2053,16.0,79.1
2054,14.2,79.0
2055,13.5,79.0
2056,11.4,79.0
2057,14.5,78.9
2058,15.1,78.8
2059,13.5,78.7
2060,12.2,78.7
2061,12.6,78.7
2062,13.0,78.7
2063,9.4,78.7
2064,10.9,78.7
2065,12.4,78.7
2066,11.4,78.6
2067,12.4,78.7
2068,12.7,78.6
2069,14.8,78.7
2070,13.8,78.7
2071,13.5,78.7
2072,15.5,78.6
2073,13.3,78.6
2074,12.3,78.6
2075,14.9,78.6
2076,13.4,78.6
2077,15.7,78.6
2078,13.4,78.6
2079,13.6,78.6
2080,13.9,78.6
2081,15.6,78.6
2082,15.2,78.7
2083,14.6,78.7
2084,14.4,78.7
2085,13.7,78.7
2086,10.4,78.7
2087,10.5,78.7
2088,14.2,78.7
2089,15.0,78.7
2090,12.5,78.8
2091,13.6,78.7
2092,12.9,78.7
2093,15.9,78.8
2094,14.4,78.7
2095,14.4,78.8
